Unnamed: 0;Provincia;Edad;Ambos_sexos;Hombres;Mujeres
7969;Barcelona;50;0;42552;0
7970;Barcelona;50;0;0;42451
7971;Bizkaia;50;18217;0;0
7972;Bizkaia;50;0;9142;0
7973;Bizkaia;50;0;0;9075
7974;Burgos;50;5599;0;0
7975;Burgos;50;0;2848;0
7976;Burgos;50;0;0;2751
7977;Caceres;50;6334;0;0
7978;Caceres;50;0;3219;0
7979;Caceres;50;0;0;3115
7980;Cadiz;50;20579;0;0
7981;Cadiz;50;0;10373;0
7982;Cadiz;50;0;0;10207
7983;Cantabria;50;9288;0;0
7984;Cantabria;50;0;4682;0
7985;Cantabria;50;0;0;4606
7986;Castellon;50;9552;0;0
7987;Castellon;50;0;4917;0
7988;Castellon;50;0;0;4635
7989;Ciudad_Real;50;8043;0;0
7990;Ciudad_Real;50;0;4037;0
7991;Ciudad_Real;50;0;0;4006
7992;Cordoba;50;12926;0;0
7993;Cordoba;50;0;6404;0
7994;Cordoba;50;0;0;6522
7995;Coru?a;50;17524;0;0
7996;Coru?a;50;0;8580;0
7997;Coru?a;50;0;0;8944
7998;Cuenca;50;3261;0;0
7999;Cuenca;50;0;1741;0
8000;Cuenca;50;0;0;1521
8001;Gipuzkoa;50;11090;0;0
8002;Gipuzkoa;50;0;5641;0
8003;Gipuzkoa;50;0;0;5450
8004;Girona;50;11481;0;0
8005;Girona;50;0;5886;0
8006;Girona;50;0;0;5595
8007;Granada;50;14741;0;0
8008;Granada;50;0;7256;0
8009;Granada;50;0;0;7485
8010;Guadalajara;50;4160;0;0
8011;Guadalajara;50;0;2205;0
8012;Guadalajara;50;0;0;1955
8013;Huelva;50;8579;0;0
8014;Huelva;50;0;4193;0
8015;Huelva;50;0;0;4387
8016;Huesca;50;3386;0;0
8017;Huesca;50;0;1756;0
8018;Huesca;50;0;0;1630
8019;Jaen;50;10482;0;0
8020;Jaen;50;0;5341;0
8021;Jaen;50;0;0;5142
8022;Leon;50;7332;0;0
8023;Leon;50;0;3722;0
8024;Leon;50;0;0;3610
8025;Lleida;50;6749;0;0
8026;Lleida;50;0;3618;0
8027;Lleida;50;0;0;3131
8028;Lugo;50;5067;0;0
8029;Lugo;50;0;2551;0
8030;Lugo;50;0;0;2516
8031;Madrid;50;103936;0;0
8032;Madrid;50;0;50882;0
8033;Madrid;50;0;0;53054
8034;Malaga;50;26782;0;0
8035;Malaga;50;0;13258;0
8036;Malaga;50;0;0;13525
8037;Murcia;50;23599;0;0
8038;Murcia;50;0;12117;0
8039;Murcia;50;0;0;11482
8040;Navarra;50;10042;0;0
8041;Navarra;50;0;5152;0
8042;Navarra;50;0;0;4890
8043;Ourense;50;4675;0;0
8044;Ourense;50;0;2329;0
8045;Ourense;50;0;0;2346
8046;Palencia;50;2580;0;0
8047;Palencia;50;0;1324;0
8048;Palencia;50;0;0;1256
8049;Palmas;50;19746;0;0
8050;Palmas;50;0;10112;0
8051;Palmas;50;0;0;9634
8052;Pontevedra;50;14948;0;0
8053;Pontevedra;50;0;7501;0
8054;Pontevedra;50;0;0;7447
8055;Rioja;50;4918;0;0
8056;Rioja;50;0;2416;0
8057;Rioja;50;0;0;2502
8058;Salamanca;50;5320;0;0
8059;Salamanca;50;0;2583;0
8060;Salamanca;50;0;0;2736
8061;Santa_Cruz_de_Tenerife;50;17703;0;0
8062;Santa_Cruz_de_Tenerife;50;0;9041;0
8063;Santa_Cruz_de_Tenerife;50;0;0;8662
8064;Segovia;50;2622;0;0
8065;Segovia;50;0;1356;0
8066;Segovia;50;0;0;1266
8067;Sevilla;50;31413;0;0
8068;Sevilla;50;0;15677;0
8069;Sevilla;50;0;0;15736
8070;Soria;50;1471;0;0
8071;Soria;50;0;812;0
8072;Soria;50;0;0;658
8073;Tarragona;50;12344;0;0
8074;Tarragona;50;0;6342;0
8075;Tarragona;50;0;0;6002
8076;Teruel;50;2132;0;0
8077;Teruel;50;0;1091;0
8078;Teruel;50;0;0;1042
8079;Toledo;50;10389;0;0
8080;Toledo;50;0;5381;0
8081;Toledo;50;0;0;5009
8082;Valencia;50;41080;0;0
8083;Valencia;50;0;20739;0
8084;Valencia;50;0;0;20341
8085;Valladolid;50;8507;0;0
8086;Valladolid;50;0;4255;0
8087;Valladolid;50;0;0;4252
8088;Zamora;50;2778;0;0
8089;Zamora;50;0;1408;0
8090;Zamora;50;0;0;1370
8091;Zaragoza;50;15159;0;0
8092;Zaragoza;50;0;7552;0
8093;Zaragoza;50;0;0;7607
8094;Ceuta;50;1206;0;0
8095;Ceuta;50;0;624;0
8096;Ceuta;50;0;0;583
8097;Melilla;50;1190;0;0
8098;Melilla;50;0;608;0
8099;Melilla;50;0;0;581
8100;Nacional;51;724119;0;0
8101;Nacional;51;0;363484;0
8102;Nacional;51;0;0;360635
8103;Albacete;51;6177;0;0
8104;Albacete;51;0;3117;0
8105;Albacete;51;0;0;3060
8106;Alicante;51;28253;0;0
8107;Alicante;51;0;14208;0
8108;Alicante;51;0;0;14045
8109;Almeria;51;10484;0;0
8110;Almeria;51;0;5434;0
8111;Almeria;51;0;0;5050
8112;Alava;51;5108;0;0
8113;Alava;51;0;2537;0
8114;Alava;51;0;0;2570
8115;Asturias;51;16108;0;0
8116;Asturias;51;0;7957;0
8117;Asturias;51;0;0;8151
8118;Avila;51;2559;0;0
8119;Avila;51;0;1293;0
8120;Avila;51;0;0;1266
8121;Badajoz;51;10594;0;0
8122;Badajoz;51;0;5337;0
8123;Badajoz;51;0;0;5256
8124;Balears_Illes;51;17857;0;0
8125;Balears_Illes;51;0;9140;0
8126;Balears_Illes;51;0;0;8717
8127;Barcelona;51;82855;0;0
8128;Barcelona;51;0;41267;0
8129;Barcelona;51;0;0;41588
8130;Bizkaia;51;18089;0;0
8131;Bizkaia;51;0;8934;0
8132;Bizkaia;51;0;0;9155
8133;Burgos;51;5518;0;0
8134;Burgos;51;0;2825;0
8135;Burgos;51;0;0;2693
8136;Caceres;51;6471;0;0
8137;Caceres;51;0;3266;0
8138;Caceres;51;0;0;3204
8139;Cadiz;51;19829;0;0
8140;Cadiz;51;0;10075;0
8141;Cadiz;51;0;0;9755
8142;Cantabria;51;9248;0;0
8143;Cantabria;51;0;4584;0
8144;Cantabria;51;0;0;4664
8145;Castellon;51;8912;0;0
8146;Castellon;51;0;4642;0
8147;Castellon;51;0;0;4271
8148;Ciudad_Real;51;7776;0;0
8149;Ciudad_Real;51;0;4008;0
8150;Ciudad_Real;51;0;0;3769
8151;Cordoba;51;12495;0;0
8152;Cordoba;51;0;6233;0
8153;Cordoba;51;0;0;6262
8154;Coru?a;51;17273;0;0
8155;Coru?a;51;0;8302;0
8156;Coru?a;51;0;0;8971
8157;Cuenca;51;3216;0;0
8158;Cuenca;51;0;1691;0
8159;Cuenca;51;0;0;1525
8160;Gipuzkoa;51;11036;0;0
8161;Gipuzkoa;51;0;5556;0
8162;Gipuzkoa;51;0;0;5480
8163;Girona;51;11247;0;0
8164;Girona;51;0;5855;0
8165;Girona;51;0;0;5392
8166;Granada;51;14457;0;0
8167;Granada;51;0;7256;0
8168;Granada;51;0;0;7201
8169;Guadalajara;51;4068;0;0
8170;Guadalajara;51;0;2141;0
8171;Guadalajara;51;0;0;1927
8172;Huelva;51;8116;0;0
8173;Huelva;51;0;4067;0
8174;Huelva;51;0;0;4049
8175;Huesca;51;3392;0;0
8176;Huesca;51;0;1826;0
8177;Huesca;51;0;0;1567
8178;Jaen;51;9897;0;0
8179;Jaen;51;0;4937;0
8180;Jaen;51;0;0;4960
8181;Leon;51;7394;0;0
8182;Leon;51;0;3691;0
8183;Leon;51;0;0;3703
8184;Lleida;51;6607;0;0
8185;Lleida;51;0;3606;0
8186;Lleida;51;0;0;3001
8187;Lugo;51;5114;0;0
8188;Lugo;51;0;2504;0
8189;Lugo;51;0;0;2610
8190;Madrid;51;100177;0;0
8191;Madrid;51;0;48978;0
8192;Madrid;51;0;0;51200
8193;Malaga;51;25878;0;0
8194;Malaga;51;0;12960;0
8195;Malaga;51;0;0;12917
8196;Murcia;51;23004;0;0
8197;Murcia;51;0;11736;0
8198;Murcia;51;0;0;11269
8199;Navarra;51;9889;0;0
8200;Navarra;51;0;4937;0
8201;Navarra;51;0;0;4952
8202;Ourense;51;4520;0;0
8203;Ourense;51;0;2236;0
8204;Ourense;51;0;0;2284
8205;Palencia;51;2598;0;0
8206;Palencia;51;0;1343;0
8207;Palencia;51;0;0;1256
8208;Palmas;51;19383;0;0
8209;Palmas;51;0;9886;0
8210;Palmas;51;0;0;9496
8211;Pontevedra;51;14401;0;0
8212;Pontevedra;51;0;7277;0
8213;Pontevedra;51;0;0;7125
8214;Rioja;51;4750;0;0
8215;Rioja;51;0;2369;0
8216;Rioja;51;0;0;2381
8217;Salamanca;51;5258;0;0
8218;Salamanca;51;0;2611;0
8219;Salamanca;51;0;0;2647
8220;Santa_Cruz_de_Tenerife;51;17527;0;0
8221;Santa_Cruz_de_Tenerife;51;0;8817;0
8222;Santa_Cruz_de_Tenerife;51;0;0;8710
8223;Segovia;51;2526;0;0
8224;Segovia;51;0;1290;0
8225;Segovia;51;0;0;1237
8226;Sevilla;51;30519;0;0
8227;Sevilla;51;0;15224;0
8228;Sevilla;51;0;0;15295
8229;Soria;51;1439;0;0
8230;Soria;51;0;776;0
8231;Soria;51;0;0;663
8232;Tarragona;51;12013;0;0
8233;Tarragona;51;0;6196;0
8234;Tarragona;51;0;0;5817
8235;Teruel;51;2070;0;0
8236;Teruel;51;0;1092;0
8237;Teruel;51;0;0;978
8238;Toledo;51;10169;0;0
8239;Toledo;51;0;5215;0
8240;Toledo;51;0;0;4953
8241;Valencia;51;39668;0;0
8242;Valencia;51;0;20034;0
8243;Valencia;51;0;0;19633
8244;Valladolid;51;8299;0;0
8245;Valladolid;51;0;4093;0
8246;Valladolid;51;0;0;4207
8247;Zamora;51;2663;0;0
8248;Zamora;51;0;1356;0
8249;Zamora;51;0;0;1307
8250;Zaragoza;51;14811;0;0
8251;Zaragoza;51;0;7515;0
8252;Zaragoza;51;0;0;7296
8253;Ceuta;51;1228;0;0
8254;Ceuta;51;0;669;0
8255;Ceuta;51;0;0;560
8256;Melilla;51;1178;0;0
8257;Melilla;51;0;586;0
8258;Melilla;51;0;0;593
8259;Nacional;52;717937;0;0
8260;Nacional;52;0;358415;0
8261;Nacional;52;0;0;359521
8262;Albacete;52;6239;0;0
8263;Albacete;52;0;3148;0
8264;Albacete;52;0;0;3091
8265;Alicante;52;27669;0;0
8266;Alicante;52;0;13967;0
8267;Alicante;52;0;0;13702
8268;Almeria;52;10301;0;0
8269;Almeria;52;0;5255;0
8270;Almeria;52;0;0;5046
8271;Alava;52;5108;0;0
8272;Alava;52;0;2513;0
8273;Alava;52;0;0;2595
8274;Asturias;52;16185;0;0
8275;Asturias;52;0;7910;0
8276;Asturias;52;0;0;8274
8277;Avila;52;2463;0;0
8278;Avila;52;0;1281;0
8279;Avila;52;0;0;1182
8280;Badajoz;52;10769;0;0
8281;Badajoz;52;0;5461;0
8282;Badajoz;52;0;0;5308
8283;Balears_Illes;52;17553;0;0
8284;Balears_Illes;52;0;8997;0
8285;Balears_Illes;52;0;0;8556
8286;Barcelona;52;81563;0;0
8287;Barcelona;52;0;40421;0
8288;Barcelona;52;0;0;41143
8289;Bizkaia;52;18346;0;0
8290;Bizkaia;52;0;8983;0
8291;Bizkaia;52;0;0;9363
8292;Burgos;52;5744;0;0
8293;Burgos;52;0;2929;0
8294;Burgos;52;0;0;2815
8295;Caceres;52;6546;0;0
8296;Caceres;52;0;3277;0
8297;Caceres;52;0;0;3270
8298;Cadiz;52;19720;0;0
8299;Cadiz;52;0;9877;0
8300;Cadiz;52;0;0;9843
8301;Cantabria;52;9168;0;0
8302;Cantabria;52;0;4532;0
8303;Cantabria;52;0;0;4636
8304;Castellon;52;8740;0;0
8305;Castellon;52;0;4522;0
8306;Castellon;52;0;0;4218
8307;Ciudad_Real;52;7933;0;0
8308;Ciudad_Real;52;0;4060;0
8309;Ciudad_Real;52;0;0;3874
8310;Cordoba;52;12416;0;0
8311;Cordoba;52;0;6149;0
8312;Cordoba;52;0;0;6266
8313;Coru?a;52;17038;0;0
8314;Coru?a;52;0;8305;0
8315;Coru?a;52;0;0;8733
8316;Cuenca;52;3092;0;0
8317;Cuenca;52;0;1599;0
8318;Cuenca;52;0;0;1492
8319;Gipuzkoa;52;11075;0;0
8320;Gipuzkoa;52;0;5513;0
8321;Gipuzkoa;52;0;0;5563
8322;Girona;52;11099;0;0
8323;Girona;52;0;5762;0
8324;Girona;52;0;0;5336
8325;Granada;52;14571;0;0
8326;Granada;52;0;7319;0
8327;Granada;52;0;0;7252
8328;Guadalajara;52;3948;0;0
8329;Guadalajara;52;0;2091;0
8330;Guadalajara;52;0;0;1857
8331;Huelva;52;7772;0;0
8332;Huelva;52;0;3895;0
8333;Huelva;52;0;0;3877
8334;Huesca;52;3405;0;0
8335;Huesca;52;0;1766;0
8336;Huesca;52;0;0;1639
8337;Jaen;52;10635;0;0
8338;Jaen;52;0;5391;0
8339;Jaen;52;0;0;5244
8340;Leon;52;7551;0;0
8341;Leon;52;0;3860;0
8342;Leon;52;0;0;3691
8343;Lleida;52;6587;0;0
8344;Lleida;52;0;3462;0
8345;Lleida;52;0;0;3124
8346;Lugo;52;4969;0;0
8347;Lugo;52;0;2453;0
8348;Lugo;52;0;0;2516
8349;Madrid;52;99096;0;0
8350;Madrid;52;0;47985;0
8351;Madrid;52;0;0;51111
8352;Malaga;52;25484;0;0
8353;Malaga;52;0;12656;0
8354;Malaga;52;0;0;12829
8355;Murcia;52;22068;0;0
8356;Murcia;52;0;11268;0
8357;Murcia;52;0;0;10800
8358;Navarra;52;9796;0;0
8359;Navarra;52;0;5009;0
8360;Navarra;52;0;0;4787
8361;Ourense;52;4468;0;0
8362;Ourense;52;0;2232;0
8363;Ourense;52;0;0;2236
8364;Palencia;52;2697;0;0
8365;Palencia;52;0;1376;0
8366;Palencia;52;0;0;1320
8367;Palmas;52;19372;0;0
8368;Palmas;52;0;9832;0
8369;Palmas;52;0;0;9540
8370;Pontevedra;52;14069;0;0
8371;Pontevedra;52;0;6891;0
8372;Pontevedra;52;0;0;7178
8373;Rioja;52;4684;0;0
8374;Rioja;52;0;2318;0
8375;Rioja;52;0;0;2365
8376;Salamanca;52;5448;0;0
8377;Salamanca;52;0;2706;0
8378;Salamanca;52;0;0;2743
8379;Santa_Cruz_de_Tenerife;52;17360;0;0
8380;Santa_Cruz_de_Tenerife;52;0;8665;0
8381;Santa_Cruz_de_Tenerife;52;0;0;8695
8382;Segovia;52;2513;0;0
8383;Segovia;52;0;1291;0
8384;Segovia;52;0;0;1221
8385;Sevilla;52;30218;0;0
8386;Sevilla;52;0;14800;0
8387;Sevilla;52;0;0;15418
8388;Soria;52;1457;0;0
8389;Soria;52;0;756;0
8390;Soria;52;0;0;701
8391;Tarragona;52;11545;0;0
8392;Tarragona;52;0;5867;0
8393;Tarragona;52;0;0;5679
8394;Teruel;52;2133;0;0
8395;Teruel;52;0;1140;0
8396;Teruel;52;0;0;992
8397;Toledo;52;10155;0;0
8398;Toledo;52;0;5229;0
8399;Toledo;52;0;0;4925
8400;Valencia;52;39287;0;0
8401;Valencia;52;0;19648;0
8402;Valencia;52;0;0;19639
8403;Valladolid;52;8255;0;0
8404;Valladolid;52;0;4062;0
8405;Valladolid;52;0;0;4193
8406;Zamora;52;2816;0;0
8407;Zamora;52;0;1465;0
8408;Zamora;52;0;0;1351
8409;Zaragoza;52;14486;0;0
8410;Zaragoza;52;0;7307;0
8411;Zaragoza;52;0;0;7179
8412;Ceuta;52;1171;0;0
8413;Ceuta;52;0;634;0
8414;Ceuta;52;0;0;537
8415;Melilla;52;1157;0;0
8416;Melilla;52;0;579;0
8417;Melilla;52;0;0;578
8418;Nacional;53;726051;0;0
8419;Nacional;53;0;361999;0
8420;Nacional;53;0;0;364052
8421;Albacete;53;6452;0;0
8422;Albacete;53;0;3278;0
8423;Albacete;53;0;0;3174
8424;Alicante;53;28810;0;0
8425;Alicante;53;0;14408;0
8426;Alicante;53;0;0;14403
8427;Almeria;53;10323;0;0
8428;Almeria;53;0;5164;0
8429;Almeria;53;0;0;5159
8430;Alava;53;5159;0;0
8431;Alava;53;0;2585;0
8432;Alava;53;0;0;2574
8433;Asturias;53;16808;0;0
8434;Asturias;53;0;8212;0
8435;Asturias;53;0;0;8597
8436;Avila;53;2595;0;0
8437;Avila;53;0;1315;0
8438;Avila;53;0;0;1280
8439;Badajoz;53;11236;0;0
8440;Badajoz;53;0;5681;0
8441;Badajoz;53;0;0;5555
8442;Balears_Illes;53;17511;0;0
8443;Balears_Illes;53;0;8889;0
8444;Balears_Illes;53;0;0;8623
8445;Barcelona;53;81644;0;0
8446;Barcelona;53;0;40698;0
8447;Barcelona;53;0;0;40946
8448;Bizkaia;53;18799;0;0
8449;Bizkaia;53;0;9296;0
8450;Bizkaia;53;0;0;9503
8451;Burgos;53;5823;0;0
8452;Burgos;53;0;2854;0
8453;Burgos;53;0;0;2970
8454;Caceres;53;6790;0;0
8455;Caceres;53;0;3471;0
8456;Caceres;53;0;0;3319
8457;Cadiz;53;19966;0;0
8458;Cadiz;53;0;10101;0
8459;Cadiz;53;0;0;9865
8460;Cantabria;53;8908;0;0
8461;Cantabria;53;0;4470;0
8462;Cantabria;53;0;0;4438
8463;Castellon;53;8490;0;0
8464;Castellon;53;0;4256;0
8465;Castellon;53;0;0;4234
8466;Ciudad_Real;53;8238;0;0
8467;Ciudad_Real;53;0;4191;0
8468;Ciudad_Real;53;0;0;4047
8469;Cordoba;53;13148;0;0
8470;Cordoba;53;0;6503;0
8471;Cordoba;53;0;0;6645
8472;Coru?a;53;17115;0;0
8473;Coru?a;53;0;8374;0
8474;Coru?a;53;0;0;8741
8475;Cuenca;53;3246;0;0
8476;Cuenca;53;0;1741;0
8477;Cuenca;53;0;0;1505
8478;Gipuzkoa;53;11247;0;0
8479;Gipuzkoa;53;0;5564;0
8480;Gipuzkoa;53;0;0;5683
8481;Girona;53;11389;0;0
8482;Girona;53;0;5798;0
8483;Girona;53;0;0;5591
8484;Granada;53;14755;0;0
8485;Granada;53;0;7290;0
8486;Granada;53;0;0;7465
8487;Guadalajara;53;3963;0;0
8488;Guadalajara;53;0;2089;0
8489;Guadalajara;53;0;0;1874
8490;Huelva;53;7968;0;0
8491;Huelva;53;0;3929;0
8492;Huelva;53;0;0;4039
8493;Huesca;53;3467;0;0
8494;Huesca;53;0;1825;0
8495;Huesca;53;0;0;1642
8496;Jaen;53;10967;0;0
8497;Jaen;53;0;5500;0
8498;Jaen;53;0;0;5467
8499;Leon;53;7788;0;0
8500;Leon;53;0;3806;0
8501;Leon;53;0;0;3983
8502;Lleida;53;6626;0;0
8503;Lleida;53;0;3440;0
8504;Lleida;53;0;0;3186
8505;Lugo;53;5147;0;0
8506;Lugo;53;0;2566;0
8507;Lugo;53;0;0;2582
8508;Madrid;53;98749;0;0
8509;Madrid;53;0;47555;0
8510;Madrid;53;0;0;51194
8511;Malaga;53;26112;0;0
8512;Malaga;53;0;12961;0
8513;Malaga;53;0;0;13151
8514;Murcia;53;21991;0;0
8515;Murcia;53;0;11126;0
8516;Murcia;53;0;0;10865
8517;Navarra;53;9886;0;0
8518;Navarra;53;0;4987;0
8519;Navarra;53;0;0;4899
8520;Ourense;53;4446;0;0
8521;Ourense;53;0;2195;0
8522;Ourense;53;0;0;2251
8523;Palencia;53;2780;0;0
8524;Palencia;53;0;1398;0
8525;Palencia;53;0;0;1382
8526;Palmas;53;19397;0;0
8527;Palmas;53;0;9982;0
8528;Palmas;53;0;0;9415
8529;Pontevedra;53;13687;0;0
8530;Pontevedra;53;0;6725;0
8531;Pontevedra;53;0;0;6962
8532;Rioja;53;4812;0;0
8533;Rioja;53;0;2450;0
8534;Rioja;53;0;0;2362
8535;Salamanca;53;5585;0;0
8536;Salamanca;53;0;2816;0
8537;Salamanca;53;0;0;2769
8538;Santa_Cruz_de_Tenerife;53;17371;0;0
8539;Santa_Cruz_de_Tenerife;53;0;8795;0
8540;Santa_Cruz_de_Tenerife;53;0;0;8576
8541;Segovia;53;2661;0;0
8542;Segovia;53;0;1372;0
8543;Segovia;53;0;0;1289
8544;Sevilla;53;30551;0;0
8545;Sevilla;53;0;15020;0
8546;Sevilla;53;0;0;15530
8547;Soria;53;1521;0;0
8548;Soria;53;0;784;0
8549;Soria;53;0;0;737
8550;Tarragona;53;11671;0;0
8551;Tarragona;53;0;5968;0
8552;Tarragona;53;0;0;5703
8553;Teruel;53;2171;0;0
8554;Teruel;53;0;1126;0
8555;Teruel;53;0;0;1045
8556;Toledo;53;10259;0;0
8557;Toledo;53;0;5310;0
8558;Toledo;53;0;0;4949
8559;Valencia;53;39490;0;0
8560;Valencia;53;0;19694;0
8561;Valencia;53;0;0;19795
8562;Valladolid;53;8188;0;0
8563;Valladolid;53;0;4037;0
8564;Valladolid;53;0;0;4151
8565;Zamora;53;2862;0;0
8566;Zamora;53;0;1480;0
8567;Zamora;53;0;0;1383
8568;Zaragoza;53;14966;0;0
8569;Zaragoza;53;0;7618;0
8570;Zaragoza;53;0;0;7348
8571;Ceuta;53;1351;0;0
8572;Ceuta;53;0;703;0
8573;Ceuta;53;0;0;648
8574;Melilla;53;1163;0;0
8575;Melilla;53;0;602;0
8576;Melilla;53;0;0;560
8577;Nacional;54;690291;0;0
8578;Nacional;54;0;343978;0
8579;Nacional;54;0;0;346313
8580;Albacete;54;6145;0;0
8581;Albacete;54;0;3096;0
8582;Albacete;54;0;0;3049
8583;Alicante;54;27125;0;0
8584;Alicante;54;0;13686;0
8585;Alicante;54;0;0;13439
8586;Almeria;54;9809;0;0
8587;Almeria;54;0;5023;0
8588;Almeria;54;0;0;4787
8589;Alava;54;4935;0;0
8590;Alava;54;0;2427;0
8591;Alava;54;0;0;2509
8592;Asturias;54;16298;0;0
8593;Asturias;54;0;7940;0
8594;Asturias;54;0;0;8358
8595;Avila;54;2568;0;0
8596;Avila;54;0;1363;0
8597;Avila;54;0;0;1205
8598;Badajoz;54;10644;0;0
8599;Badajoz;54;0;5443;0
8600;Badajoz;54;0;0;5201
8601;Balears_Illes;54;16616;0;0
8602;Balears_Illes;54;0;8423;0
8603;Balears_Illes;54;0;0;8193
8604;Barcelona;54;76480;0;0
8605;Barcelona;54;0;37540;0
8606;Barcelona;54;0;0;38940
8607;Bizkaia;54;18077;0;0
8608;Bizkaia;54;0;8799;0
8609;Bizkaia;54;0;0;9278
8610;Burgos;54;5716;0;0
8611;Burgos;54;0;2970;0
8612;Burgos;54;0;0;2745
8613;Caceres;54;6650;0;0
8614;Caceres;54;0;3429;0
8615;Caceres;54;0;0;3221
8616;Cadiz;54;18560;0;0
8617;Cadiz;54;0;9240;0
8618;Cadiz;54;0;0;9320
8619;Cantabria;54;9016;0;0
8620;Cantabria;54;0;4437;0
8621;Cantabria;54;0;0;4580
8622;Castellon;54;8416;0;0
8623;Castellon;54;0;4328;0
8624;Castellon;54;0;0;4089
8625;Ciudad_Real;54;7669;0;0
8626;Ciudad_Real;54;0;3935;0
8627;Ciudad_Real;54;0;0;3734
8628;Cordoba;54;12492;0;0
8629;Cordoba;54;0;6173;0
8630;Cordoba;54;0;0;6318
8631;Coru?a;54;16647;0;0
8632;Coru?a;54;0;8090;0
8633;Coru?a;54;0;0;8558
8634;Cuenca;54;3280;0;0
8635;Cuenca;54;0;1664;0
8636;Cuenca;54;0;0;1616
8637;Gipuzkoa;54;10777;0;0
8638;Gipuzkoa;54;0;5349;0
8639;Gipuzkoa;54;0;0;5428
8640;Girona;54;10651;0;0
8641;Girona;54;0;5403;0
8642;Girona;54;0;0;5248
8643;Granada;54;13714;0;0
8644;Granada;54;0;6878;0
8645;Granada;54;0;0;6836
8646;Guadalajara;54;3753;0;0
8647;Guadalajara;54;0;1954;0
8648;Guadalajara;54;0;0;1799
8649;Huelva;54;7561;0;0
8650;Huelva;54;0;3740;0
8651;Huelva;54;0;0;3821
8652;Huesca;54;3442;0;0
8653;Huesca;54;0;1755;0
8654;Huesca;54;0;0;1687
8655;Jaen;54;10197;0;0
8656;Jaen;54;0;5167;0
8657;Jaen;54;0;0;5029
8658;Leon;54;7610;0;0
8659;Leon;54;0;3788;0
8660;Leon;54;0;0;3823
8661;Lleida;54;6320;0;0
8662;Lleida;54;0;3277;0
8663;Lleida;54;0;0;3043
8664;Lugo;54;4934;0;0
8665;Lugo;54;0;2488;0
8666;Lugo;54;0;0;2446
8667;Madrid;54;94397;0;0
8668;Madrid;54;0;45529;0
8669;Madrid;54;0;0;48867
8670;Malaga;54;24621;0;0
8671;Malaga;54;0;12119;0
8672;Malaga;54;0;0;12502
8673;Murcia;54;20637;0;0
8674;Murcia;54;0;10447;0
8675;Murcia;54;0;0;10190
8676;Navarra;54;9432;0;0
8677;Navarra;54;0;4822;0
8678;Navarra;54;0;0;4610
8679;Ourense;54;4427;0;0
8680;Ourense;54;0;2114;0
8681;Ourense;54;0;0;2313
8682;Palencia;54;2681;0;0
8683;Palencia;54;0;1396;0
8684;Palencia;54;0;0;1285
8685;Palmas;54;18264;0;0
8686;Palmas;54;0;9325;0
8687;Palmas;54;0;0;8939
8688;Pontevedra;54;13245;0;0
8689;Pontevedra;54;0;6464;0
8690;Pontevedra;54;0;0;6781
8691;Rioja;54;4622;0;0
8692;Rioja;54;0;2330;0
8693;Rioja;54;0;0;2292
8694;Salamanca;54;5298;0;0
8695;Salamanca;54;0;2661;0
8696;Salamanca;54;0;0;2637
8697;Santa_Cruz_de_Tenerife;54;16361;0;0
8698;Santa_Cruz_de_Tenerife;54;0;8230;0
8699;Santa_Cruz_de_Tenerife;54;0;0;8132
8700;Segovia;54;2545;0;0
8701;Segovia;54;0;1357;0
8702;Segovia;54;0;0;1189
8703;Sevilla;54;28792;0;0
8704;Sevilla;54;0;14206;0
8705;Sevilla;54;0;0;14586
8706;Soria;54;1442;0;0
8707;Soria;54;0;786;0
8708;Soria;54;0;0;656
8709;Tarragona;54;10962;0;0
8710;Tarragona;54;0;5606;0
8711;Tarragona;54;0;0;5355
8712;Teruel;54;2150;0;0
8713;Teruel;54;0;1143;0
8714;Teruel;54;0;0;1007
8715;Toledo;54;9707;0;0
8716;Toledo;54;0;4981;0
8717;Toledo;54;0;0;4726
8718;Valencia;54;37237;0;0
8719;Valencia;54;0;18691;0
8720;Valencia;54;0;0;18546
8721;Valladolid;54;8105;0;0
8722;Valladolid;54;0;4027;0
8723;Valladolid;54;0;0;4078
8724;Zamora;54;2844;0;0
8725;Zamora;54;0;1524;0
8726;Zamora;54;0;0;1321
8727;Zaragoza;54;14189;0;0
8728;Zaragoza;54;0;7218;0
8729;Zaragoza;54;0;0;6971
8730;Ceuta;54;1158;0;0
8731;Ceuta;54;0;601;0
8732;Ceuta;54;0;0;556
8733;Melilla;54;1072;0;0
8734;Melilla;54;0;598;0
8735;Melilla;54;0;0;473
8736;Nacional;55;666591;0;0
8737;Nacional;55;0;330594;0
8738;Nacional;55;0;0;335997
8739;Albacete;55;5838;0;0
8740;Albacete;55;0;2910;0
8741;Albacete;55;0;0;2929
8742;Alicante;55;26175;0;0
8743;Alicante;55;0;13050;0
8744;Alicante;55;0;0;13125
8745;Almeria;55;9210;0;0
8746;Almeria;55;0;4692;0
8747;Almeria;55;0;0;4517
8748;Alava;55;4833;0;0
8749;Alava;55;0;2318;0
8750;Alava;55;0;0;2515
8751;Asturias;55;16469;0;0
8752;Asturias;55;0;8078;0
8753;Asturias;55;0;0;8391
8754;Avila;55;2622;0;0
8755;Avila;55;0;1366;0
8756;Avila;55;0;0;1255
8757;Badajoz;55;10300;0;0
8758;Badajoz;55;0;5264;0
8759;Badajoz;55;0;0;5037
