Unnamed: 0;Provincia;Edad;Ambos_sexos;Hombres;Mujeres
4892;Soria;30;0;0;453
4893;Tarragona;30;8546;0;0
4894;Tarragona;30;0;4221;0
4895;Tarragona;30;0;0;4324
4896;Teruel;30;1509;0;0
4897;Teruel;30;0;776;0
4898;Teruel;30;0;0;733
4899;Toledo;30;7977;0;0
4900;Toledo;30;0;4101;0
4901;Toledo;30;0;0;3876
4902;Valencia;30;27071;0;0
4903;Valencia;30;0;13774;0
4904;Valencia;30;0;0;13297
4905;Valladolid;30;5062;0;0
4906;Valladolid;30;0;2505;0
4907;Valladolid;30;0;0;2557
4908;Zamora;30;1736;0;0
4909;Zamora;30;0;871;0
4910;Zamora;30;0;0;865
4911;Zaragoza;30;10330;0;0
4912;Zaragoza;30;0;5128;0
4913;Zaragoza;30;0;0;5202
4914;Ceuta;30;1125;0;0
4915;Ceuta;30;0;574;0
4916;Ceuta;30;0;0;551
4917;Melilla;30;1169;0;0
4918;Melilla;30;0;612;0
4919;Melilla;30;0;0;557
4920;Nacional;31;543363;0;0
4921;Nacional;31;0;270188;0
4922;Nacional;31;0;0;273175
4923;Albacete;31;4738;0;0
4924;Albacete;31;0;2441;0
4925;Albacete;31;0;0;2298
4926;Alicante;31;21205;0;0
4927;Alicante;31;0;10635;0
4928;Alicante;31;0;0;10570
4929;Almeria;31;9417;0;0
4930;Almeria;31;0;4848;0
4931;Almeria;31;0;0;4569
4932;Alava;31;3406;0;0
4933;Alava;31;0;1690;0
4934;Alava;31;0;0;1715
4935;Asturias;31;10487;0;0
4936;Asturias;31;0;5341;0
4937;Asturias;31;0;0;5146
4938;Avila;31;1678;0;0
4939;Avila;31;0;860;0
4940;Avila;31;0;0;818
4941;Badajoz;31;8394;0;0
4942;Badajoz;31;0;4350;0
4943;Badajoz;31;0;0;4044
4944;Balears_Illes;31;16076;0;0
4945;Balears_Illes;31;0;7869;0
4946;Balears_Illes;31;0;0;8207
4947;Barcelona;31;63178;0;0
4948;Barcelona;31;0;30472;0
4949;Barcelona;31;0;0;32705
4950;Bizkaia;31;11471;0;0
4951;Bizkaia;31;0;5791;0
4952;Bizkaia;31;0;0;5680
4953;Burgos;31;3762;0;0
4954;Burgos;31;0;1909;0
4955;Burgos;31;0;0;1853
4956;Caceres;31;4636;0;0
4957;Caceres;31;0;2398;0
4958;Caceres;31;0;0;2238
4959;Cadiz;31;15323;0;0
4960;Cadiz;31;0;7785;0
4961;Cadiz;31;0;0;7537
4962;Cantabria;31;6138;0;0
4963;Cantabria;31;0;3139;0
4964;Cantabria;31;0;0;2999
4965;Castellon;31;6331;0;0
4966;Castellon;31;0;3244;0
4967;Castellon;31;0;0;3086
4968;Ciudad_Real;31;6177;0;0
4969;Ciudad_Real;31;0;3215;0
4970;Ciudad_Real;31;0;0;2962
4971;Cordoba;31;9585;0;0
4972;Cordoba;31;0;4891;0
4973;Cordoba;31;0;0;4695
4974;Coru?a;31;11476;0;0
4975;Coru?a;31;0;5760;0
4976;Coru?a;31;0;0;5717
4977;Cuenca;31;2380;0;0
4978;Cuenca;31;0;1216;0
4979;Cuenca;31;0;0;1164
4980;Gipuzkoa;31;7032;0;0
4981;Gipuzkoa;31;0;3489;0
4982;Gipuzkoa;31;0;0;3542
4983;Girona;31;8378;0;0
4984;Girona;31;0;4014;0
4985;Girona;31;0;0;4364
4986;Granada;31;11323;0;0
4987;Granada;31;0;5705;0
4988;Granada;31;0;0;5618
4989;Guadalajara;31;2994;0;0
4990;Guadalajara;31;0;1533;0
4991;Guadalajara;31;0;0;1461
4992;Huelva;31;6665;0;0
4993;Huelva;31;0;3338;0
4994;Huelva;31;0;0;3327
4995;Huesca;31;2438;0;0
4996;Huesca;31;0;1244;0
4997;Huesca;31;0;0;1194
4998;Jaen;31;7954;0;0
4999;Jaen;31;0;4067;0
5000;Jaen;31;0;0;3886
5001;Leon;31;4986;0;0
5002;Leon;31;0;2546;0
5003;Leon;31;0;0;2441
5004;Lleida;31;4773;0;0
5005;Lleida;31;0;2358;0
5006;Lleida;31;0;0;2415
5007;Lugo;31;3460;0;0
5008;Lugo;31;0;1781;0
5009;Lugo;31;0;0;1678
5010;Madrid;31;79737;0;0
5011;Madrid;31;0;38806;0
5012;Madrid;31;0;0;40931
5013;Malaga;31;20042;0;0
5014;Malaga;31;0;9852;0
5015;Malaga;31;0;0;10190
5016;Murcia;31;17815;0;0
5017;Murcia;31;0;8968;0
5018;Murcia;31;0;0;8847
5019;Navarra;31;6893;0;0
5020;Navarra;31;0;3542;0
5021;Navarra;31;0;0;3351
5022;Ourense;31;3037;0;0
5023;Ourense;31;0;1510;0
5024;Ourense;31;0;0;1527
5025;Palencia;31;1768;0;0
5026;Palencia;31;0;910;0
5027;Palencia;31;0;0;858
5028;Palmas;31;14974;0;0
5029;Palmas;31;0;7397;0
5030;Palmas;31;0;0;7577
5031;Pontevedra;31;10236;0;0
5032;Pontevedra;31;0;5109;0
5033;Pontevedra;31;0;0;5127
5034;Rioja;31;3311;0;0
5035;Rioja;31;0;1635;0
5036;Rioja;31;0;0;1676
5037;Salamanca;31;3473;0;0
5038;Salamanca;31;0;1775;0
5039;Salamanca;31;0;0;1698
5040;Santa_Cruz_de_Tenerife;31;13437;0;0
5041;Santa_Cruz_de_Tenerife;31;0;6565;0
5042;Santa_Cruz_de_Tenerife;31;0;0;6872
5043;Segovia;31;1678;0;0
5044;Segovia;31;0;904;0
5045;Segovia;31;0;0;774
5046;Sevilla;31;23416;0;0
5047;Sevilla;31;0;11627;0
5048;Sevilla;31;0;0;11790
5049;Soria;31;959;0;0
5050;Soria;31;0;505;0
5051;Soria;31;0;0;454
5052;Tarragona;31;8813;0;0
5053;Tarragona;31;0;4318;0
5054;Tarragona;31;0;0;4495
5055;Teruel;31;1541;0;0
5056;Teruel;31;0;767;0
5057;Teruel;31;0;0;774
5058;Toledo;31;8258;0;0
5059;Toledo;31;0;4133;0
5060;Toledo;31;0;0;4126
5061;Valencia;31;28062;0;0
5062;Valencia;31;0;13867;0
5063;Valencia;31;0;0;14195
5064;Valladolid;31;5271;0;0
5065;Valladolid;31;0;2657;0
5066;Valladolid;31;0;0;2614
5067;Zamora;31;1691;0;0
5068;Zamora;31;0;911;0
5069;Zamora;31;0;0;780
5070;Zaragoza;31;10821;0;0
5071;Zaragoza;31;0;5392;0
5072;Zaragoza;31;0;0;5428
5073;Ceuta;31;1142;0;0
5074;Ceuta;31;0;584;0
5075;Ceuta;31;0;0;558
5076;Melilla;31;1126;0;0
5077;Melilla;31;0;527;0
5078;Melilla;31;0;0;599
5079;Nacional;32;564834;0;0
5080;Nacional;32;0;281602;0
5081;Nacional;32;0;0;283232
5082;Albacete;32;4669;0;0
5083;Albacete;32;0;2384;0
5084;Albacete;32;0;0;2285
5085;Alicante;32;21870;0;0
5086;Alicante;32;0;10908;0
5087;Alicante;32;0;0;10963
5088;Almeria;32;9583;0;0
5089;Almeria;32;0;4880;0
5090;Almeria;32;0;0;4703
5091;Alava;32;3740;0;0
5092;Alava;32;0;1814;0
5093;Alava;32;0;0;1926
5094;Asturias;32;11010;0;0
5095;Asturias;32;0;5615;0
5096;Asturias;32;0;0;5396
5097;Avila;32;1668;0;0
5098;Avila;32;0;842;0
5099;Avila;32;0;0;827
5100;Badajoz;32;8346;0;0
5101;Badajoz;32;0;4274;0
5102;Badajoz;32;0;0;4072
5103;Balears_Illes;32;17108;0;0
5104;Balears_Illes;32;0;8544;0
5105;Balears_Illes;32;0;0;8564
5106;Barcelona;32;65979;0;0
5107;Barcelona;32;0;32225;0
5108;Barcelona;32;0;0;33754
5109;Bizkaia;32;11839;0;0
5110;Bizkaia;32;0;5898;0
5111;Bizkaia;32;0;0;5941
5112;Burgos;32;3931;0;0
5113;Burgos;32;0;2049;0
5114;Burgos;32;0;0;1882
5115;Caceres;32;4587;0;0
5116;Caceres;32;0;2421;0
5117;Caceres;32;0;0;2166
5118;Cadiz;32;15908;0;0
5119;Cadiz;32;0;7999;0
5120;Cadiz;32;0;0;7908
5121;Cantabria;32;6572;0;0
5122;Cantabria;32;0;3309;0
5123;Cantabria;32;0;0;3263
5124;Castellon;32;6351;0;0
5125;Castellon;32;0;3178;0
5126;Castellon;32;0;0;3172
5127;Ciudad_Real;32;6212;0;0
5128;Ciudad_Real;32;0;3182;0
5129;Ciudad_Real;32;0;0;3030
5130;Cordoba;32;9665;0;0
5131;Cordoba;32;0;4965;0
5132;Cordoba;32;0;0;4700
5133;Coru?a;32;12320;0;0
5134;Coru?a;32;0;6213;0
5135;Coru?a;32;0;0;6107
5136;Cuenca;32;2390;0;0
5137;Cuenca;32;0;1253;0
5138;Cuenca;32;0;0;1137
5139;Gipuzkoa;32;7300;0;0
5140;Gipuzkoa;32;0;3703;0
5141;Gipuzkoa;32;0;0;3597
5142;Girona;32;8832;0;0
5143;Girona;32;0;4333;0
5144;Girona;32;0;0;4499
5145;Granada;32;11356;0;0
5146;Granada;32;0;5739;0
5147;Granada;32;0;0;5617
5148;Guadalajara;32;3124;0;0
5149;Guadalajara;32;0;1581;0
5150;Guadalajara;32;0;0;1543
5151;Huelva;32;6850;0;0
5152;Huelva;32;0;3528;0
5153;Huelva;32;0;0;3321
5154;Huesca;32;2557;0;0
5155;Huesca;32;0;1364;0
5156;Huesca;32;0;0;1193
5157;Jaen;32;7697;0;0
5158;Jaen;32;0;3952;0
5159;Jaen;32;0;0;3745
5160;Leon;32;5213;0;0
5161;Leon;32;0;2780;0
5162;Leon;32;0;0;2433
5163;Lleida;32;4946;0;0
5164;Lleida;32;0;2537;0
5165;Lleida;32;0;0;2408
5166;Lugo;32;3717;0;0
5167;Lugo;32;0;1856;0
5168;Lugo;32;0;0;1861
5169;Madrid;32;83580;0;0
5170;Madrid;32;0;40725;0
5171;Madrid;32;0;0;42855
5172;Malaga;32;20956;0;0
5173;Malaga;32;0;10269;0
5174;Malaga;32;0;0;10687
5175;Murcia;32;18789;0;0
5176;Murcia;32;0;9298;0
5177;Murcia;32;0;0;9491
5178;Navarra;32;7186;0;0
5179;Navarra;32;0;3522;0
5180;Navarra;32;0;0;3664
5181;Ourense;32;3286;0;0
5182;Ourense;32;0;1643;0
5183;Ourense;32;0;0;1644
5184;Palencia;32;1819;0;0
5185;Palencia;32;0;927;0
5186;Palencia;32;0;0;892
5187;Palmas;32;15179;0;0
5188;Palmas;32;0;7391;0
5189;Palmas;32;0;0;7788
5190;Pontevedra;32;10597;0;0
5191;Pontevedra;32;0;5350;0
5192;Pontevedra;32;0;0;5247
5193;Rioja;32;3512;0;0
5194;Rioja;32;0;1717;0
5195;Rioja;32;0;0;1795
5196;Salamanca;32;3469;0;0
5197;Salamanca;32;0;1817;0
5198;Salamanca;32;0;0;1652
5199;Santa_Cruz_de_Tenerife;32;13719;0;0
5200;Santa_Cruz_de_Tenerife;32;0;6793;0
5201;Santa_Cruz_de_Tenerife;32;0;0;6926
5202;Segovia;32;1797;0;0
5203;Segovia;32;0;974;0
5204;Segovia;32;0;0;823
5205;Sevilla;32;24418;0;0
5206;Sevilla;32;0;12201;0
5207;Sevilla;32;0;0;12217
5208;Soria;32;1022;0;0
5209;Soria;32;0;539;0
5210;Soria;32;0;0;483
5211;Tarragona;32;9442;0;0
5212;Tarragona;32;0;4630;0
5213;Tarragona;32;0;0;4812
5214;Teruel;32;1497;0;0
5215;Teruel;32;0;794;0
5216;Teruel;32;0;0;703
5217;Toledo;32;8524;0;0
5218;Toledo;32;0;4325;0
5219;Toledo;32;0;0;4199
5220;Valencia;32;29495;0;0
5221;Valencia;32;0;14690;0
5222;Valencia;32;0;0;14804
5223;Valladolid;32;5611;0;0
5224;Valladolid;32;0;2852;0
5225;Valladolid;32;0;0;2759
5226;Zamora;32;1833;0;0
5227;Zamora;32;0;925;0
5228;Zamora;32;0;0;908
5229;Zaragoza;32;11309;0;0
5230;Zaragoza;32;0;5638;0
5231;Zaragoza;32;0;0;5671
5232;Ceuta;32;1259;0;0
5233;Ceuta;32;0;643;0
5234;Ceuta;32;0;0;617
5235;Melilla;32;1194;0;0
5236;Melilla;32;0;614;0
5237;Melilla;32;0;0;581
5238;Nacional;33;589999;0;0
5239;Nacional;33;0;293873;0
5240;Nacional;33;0;0;296126
5241;Albacete;33;4904;0;0
5242;Albacete;33;0;2526;0
5243;Albacete;33;0;0;2378
5244;Alicante;33;22677;0;0
5245;Alicante;33;0;11317;0
5246;Alicante;33;0;0;11361
5247;Almeria;33;9935;0;0
5248;Almeria;33;0;5074;0
5249;Almeria;33;0;0;4860
5250;Alava;33;3860;0;0
5251;Alava;33;0;1925;0
5252;Alava;33;0;0;1935
5253;Asturias;33;11488;0;0
5254;Asturias;33;0;5710;0
5255;Asturias;33;0;0;5779
5256;Avila;33;1728;0;0
5257;Avila;33;0;889;0
5258;Avila;33;0;0;839
5259;Badajoz;33;8681;0;0
5260;Badajoz;33;0;4448;0
5261;Badajoz;33;0;0;4233
5262;Balears_Illes;33;17635;0;0
5263;Balears_Illes;33;0;8696;0
5264;Balears_Illes;33;0;0;8939
5265;Barcelona;33;68279;0;0
5266;Barcelona;33;0;32985;0
5267;Barcelona;33;0;0;35294
5268;Bizkaia;33;12422;0;0
5269;Bizkaia;33;0;6171;0
5270;Bizkaia;33;0;0;6251
5271;Burgos;33;3996;0;0
5272;Burgos;33;0;2055;0
5273;Burgos;33;0;0;1942
5274;Caceres;33;4540;0;0
5275;Caceres;33;0;2348;0
5276;Caceres;33;0;0;2192
5277;Cadiz;33;16660;0;0
5278;Cadiz;33;0;8303;0
5279;Cadiz;33;0;0;8357
5280;Cantabria;33;6892;0;0
5281;Cantabria;33;0;3438;0
5282;Cantabria;33;0;0;3454
5283;Castellon;33;7005;0;0
5284;Castellon;33;0;3579;0
5285;Castellon;33;0;0;3426
5286;Ciudad_Real;33;6474;0;0
5287;Ciudad_Real;33;0;3421;0
5288;Ciudad_Real;33;0;0;3052
5289;Cordoba;33;10073;0;0
5290;Cordoba;33;0;5153;0
5291;Cordoba;33;0;0;4919
5292;Coru?a;33;13268;0;0
5293;Coru?a;33;0;6600;0
5294;Coru?a;33;0;0;6669
5295;Cuenca;33;2387;0;0
5296;Cuenca;33;0;1286;0
5297;Cuenca;33;0;0;1100
5298;Gipuzkoa;33;7499;0;0
5299;Gipuzkoa;33;0;3714;0
5300;Gipuzkoa;33;0;0;3785
5301;Girona;33;9049;0;0
5302;Girona;33;0;4457;0
5303;Girona;33;0;0;4592
5304;Granada;33;11827;0;0
5305;Granada;33;0;5982;0
5306;Granada;33;0;0;5846
5307;Guadalajara;33;3289;0;0
5308;Guadalajara;33;0;1663;0
5309;Guadalajara;33;0;0;1626
5310;Huelva;33;7095;0;0
5311;Huelva;33;0;3629;0
5312;Huelva;33;0;0;3466
5313;Huesca;33;2551;0;0
5314;Huesca;33;0;1371;0
5315;Huesca;33;0;0;1180
5316;Jaen;33;7984;0;0
5317;Jaen;33;0;4136;0
5318;Jaen;33;0;0;3849
5319;Leon;33;5466;0;0
5320;Leon;33;0;2833;0
5321;Leon;33;0;0;2633
5322;Lleida;33;5232;0;0
5323;Lleida;33;0;2745;0
5324;Lleida;33;0;0;2488
5325;Lugo;33;3867;0;0
5326;Lugo;33;0;1934;0
5327;Lugo;33;0;0;1933
5328;Madrid;33;87826;0;0
5329;Madrid;33;0;42817;0
5330;Madrid;33;0;0;45009
5331;Malaga;33;22205;0;0
5332;Malaga;33;0;10716;0
5333;Malaga;33;0;0;11489
5334;Murcia;33;19490;0;0
5335;Murcia;33;0;9765;0
5336;Murcia;33;0;0;9725
5337;Navarra;33;7487;0;0
5338;Navarra;33;0;3748;0
5339;Navarra;33;0;0;3739
5340;Ourense;33;3288;0;0
5341;Ourense;33;0;1708;0
5342;Ourense;33;0;0;1580
5343;Palencia;33;1851;0;0
5344;Palencia;33;0;946;0
5345;Palencia;33;0;0;905
5346;Palmas;33;15701;0;0
5347;Palmas;33;0;7771;0
5348;Palmas;33;0;0;7930
5349;Pontevedra;33;11318;0;0
5350;Pontevedra;33;0;5697;0
5351;Pontevedra;33;0;0;5621
5352;Rioja;33;3680;0;0
5353;Rioja;33;0;1817;0
5354;Rioja;33;0;0;1863
5355;Salamanca;33;3747;0;0
5356;Salamanca;33;0;1913;0
5357;Salamanca;33;0;0;1833
5358;Santa_Cruz_de_Tenerife;33;14249;0;0
5359;Santa_Cruz_de_Tenerife;33;0;7019;0
5360;Santa_Cruz_de_Tenerife;33;0;0;7230
5361;Segovia;33;1742;0;0
5362;Segovia;33;0;892;0
5363;Segovia;33;0;0;849
5364;Sevilla;33;25654;0;0
5365;Sevilla;33;0;12808;0
5366;Sevilla;33;0;0;12845
5367;Soria;33;983;0;0
5368;Soria;33;0;502;0
5369;Soria;33;0;0;481
5370;Tarragona;33;9945;0;0
5371;Tarragona;33;0;4970;0
5372;Tarragona;33;0;0;4975
5373;Teruel;33;1479;0;0
5374;Teruel;33;0;811;0
5375;Teruel;33;0;0;668
5376;Toledo;33;9366;0;0
5377;Toledo;33;0;4802;0
5378;Toledo;33;0;0;4564
5379;Valencia;33;31238;0;0
5380;Valencia;33;0;15524;0
5381;Valencia;33;0;0;15714
5382;Valladolid;33;6058;0;0
5383;Valladolid;33;0;3128;0
5384;Valladolid;33;0;0;2930
5385;Zamora;33;1867;0;0
5386;Zamora;33;0;1031;0
5387;Zamora;33;0;0;836
5388;Zaragoza;33;11717;0;0
5389;Zaragoza;33;0;5943;0
5390;Zaragoza;33;0;0;5773
5391;Ceuta;33;1159;0;0
5392;Ceuta;33;0;585;0
5393;Ceuta;33;0;0;574
5394;Melilla;33;1188;0;0
5395;Melilla;33;0;573;0
5396;Melilla;33;0;0;615
5397;Nacional;34;612505;0;0
5398;Nacional;34;0;305454;0
5399;Nacional;34;0;0;307051
5400;Albacete;34;5013;0;0
5401;Albacete;34;0;2612;0
5402;Albacete;34;0;0;2401
5403;Alicante;34;23698;0;0
5404;Alicante;34;0;11833;0
5405;Alicante;34;0;0;11865
5406;Almeria;34;10300;0;0
5407;Almeria;34;0;5276;0
5408;Almeria;34;0;0;5024
5409;Alava;34;4003;0;0
5410;Alava;34;0;1935;0
5411;Alava;34;0;0;2068
5412;Asturias;34;12124;0;0
5413;Asturias;34;0;6144;0
5414;Asturias;34;0;0;5980
5415;Avila;34;1743;0;0
5416;Avila;34;0;860;0
5417;Avila;34;0;0;883
5418;Badajoz;34;8879;0;0
5419;Badajoz;34;0;4535;0
5420;Badajoz;34;0;0;4345
5421;Balears_Illes;34;18310;0;0
5422;Balears_Illes;34;0;9198;0
5423;Balears_Illes;34;0;0;9112
5424;Barcelona;34;71209;0;0
5425;Barcelona;34;0;34584;0
5426;Barcelona;34;0;0;36625
5427;Bizkaia;34;13177;0;0
5428;Bizkaia;34;0;6562;0
5429;Bizkaia;34;0;0;6615
5430;Burgos;34;4182;0;0
5431;Burgos;34;0;2139;0
5432;Burgos;34;0;0;2043
5433;Caceres;34;4816;0;0
5434;Caceres;34;0;2565;0
5435;Caceres;34;0;0;2251
5436;Cadiz;34;17276;0;0
5437;Cadiz;34;0;8644;0
5438;Cadiz;34;0;0;8632
5439;Cantabria;34;7284;0;0
5440;Cantabria;34;0;3624;0
5441;Cantabria;34;0;0;3660
5442;Castellon;34;7124;0;0
5443;Castellon;34;0;3534;0
5444;Castellon;34;0;0;3590
5445;Ciudad_Real;34;6633;0;0
5446;Ciudad_Real;34;0;3388;0
5447;Ciudad_Real;34;0;0;3245
5448;Cordoba;34;10159;0;0
5449;Cordoba;34;0;5185;0
5450;Cordoba;34;0;0;4974
5451;Coru?a;34;14049;0;0
5452;Coru?a;34;0;6999;0
5453;Coru?a;34;0;0;7050
5454;Cuenca;34;2508;0;0
5455;Cuenca;34;0;1338;0
5456;Cuenca;34;0;0;1170
5457;Gipuzkoa;34;7996;0;0
5458;Gipuzkoa;34;0;3963;0
5459;Gipuzkoa;34;0;0;4034
5460;Girona;34;9578;0;0
5461;Girona;34;0;4632;0
5462;Girona;34;0;0;4946
5463;Granada;34;12230;0;0
5464;Granada;34;0;6161;0
5465;Granada;34;0;0;6069
5466;Guadalajara;34;3787;0;0
5467;Guadalajara;34;0;1913;0
5468;Guadalajara;34;0;0;1874
5469;Huelva;34;7390;0;0
5470;Huelva;34;0;3692;0
5471;Huelva;34;0;0;3698
5472;Huesca;34;2558;0;0
5473;Huesca;34;0;1346;0
5474;Huesca;34;0;0;1212
5475;Jaen;34;7983;0;0
5476;Jaen;34;0;4053;0
5477;Jaen;34;0;0;3929
5478;Leon;34;5528;0;0
5479;Leon;34;0;2795;0
5480;Leon;34;0;0;2733
5481;Lleida;34;5503;0;0
5482;Lleida;34;0;2848;0
5483;Lleida;34;0;0;2654
5484;Lugo;34;4032;0;0
5485;Lugo;34;0;2014;0
5486;Lugo;34;0;0;2019
5487;Madrid;34;90164;0;0
5488;Madrid;34;0;44175;0
5489;Madrid;34;0;0;45988
5490;Malaga;34;23095;0;0
5491;Malaga;34;0;11427;0
5492;Malaga;34;0;0;11669
5493;Murcia;34;20627;0;0
5494;Murcia;34;0;10344;0
5495;Murcia;34;0;0;10282
5496;Navarra;34;7786;0;0
5497;Navarra;34;0;3936;0
5498;Navarra;34;0;0;3851
5499;Ourense;34;3618;0;0
5500;Ourense;34;0;1833;0
5501;Ourense;34;0;0;1785
5502;Palencia;34;1883;0;0
5503;Palencia;34;0;981;0
5504;Palencia;34;0;0;903
5505;Palmas;34;16561;0;0
5506;Palmas;34;0;8120;0
5507;Palmas;34;0;0;8441
5508;Pontevedra;34;12013;0;0
5509;Pontevedra;34;0;6058;0
5510;Pontevedra;34;0;0;5955
5511;Rioja;34;3867;0;0
5512;Rioja;34;0;1896;0
5513;Rioja;34;0;0;1971
5514;Salamanca;34;3796;0;0
5515;Salamanca;34;0;1935;0
5516;Salamanca;34;0;0;1862
5517;Santa_Cruz_de_Tenerife;34;14878;0;0
5518;Santa_Cruz_de_Tenerife;34;0;7376;0
5519;Santa_Cruz_de_Tenerife;34;0;0;7502
5520;Segovia;34;1835;0;0
5521;Segovia;34;0;966;0
5522;Segovia;34;0;0;868
5523;Sevilla;34;26916;0;0
5524;Sevilla;34;0;13470;0
5525;Sevilla;34;0;0;13446
5526;Soria;34;991;0;0
5527;Soria;34;0;539;0
5528;Soria;34;0;0;451
5529;Tarragona;34;10246;0;0
5530;Tarragona;34;0;5052;0
5531;Tarragona;34;0;0;5194
5532;Teruel;34;1555;0;0
5533;Teruel;34;0;835;0
5534;Teruel;34;0;0;720
5535;Toledo;34;9500;0;0
5536;Toledo;34;0;4929;0
5537;Toledo;34;0;0;4571
5538;Valencia;34;31778;0;0
5539;Valencia;34;0;15977;0
5540;Valencia;34;0;0;15802
5541;Valladolid;34;6196;0;0
5542;Valladolid;34;0;3067;0
5543;Valladolid;34;0;0;3129
5544;Zamora;34;1891;0;0
5545;Zamora;34;0;980;0
5546;Zamora;34;0;0;911
5547;Zaragoza;34;11755;0;0
5548;Zaragoza;34;0;5932;0
5549;Zaragoza;34;0;0;5824
5550;Ceuta;34;1270;0;0
5551;Ceuta;34;0;661;0
5552;Ceuta;34;0;0;609
5553;Melilla;34;1210;0;0
5554;Melilla;34;0;594;0
5555;Melilla;34;0;0;615
5556;Nacional;35;651081;0;0
5557;Nacional;35;0;325511;0
5558;Nacional;35;0;0;325570
5559;Albacete;35;5348;0;0
5560;Albacete;35;0;2805;0
5561;Albacete;35;0;0;2543
5562;Alicante;35;25293;0;0
5563;Alicante;35;0;12756;0
5564;Alicante;35;0;0;12538
5565;Almeria;35;11121;0;0
5566;Almeria;35;0;5743;0
5567;Almeria;35;0;0;5378
5568;Alava;35;4207;0;0
5569;Alava;35;0;2051;0
5570;Alava;35;0;0;2155
5571;Asturias;35;12779;0;0
5572;Asturias;35;0;6329;0
5573;Asturias;35;0;0;6450
5574;Avila;35;1841;0;0
5575;Avila;35;0;947;0
5576;Avila;35;0;0;894
5577;Badajoz;35;9310;0;0
5578;Badajoz;35;0;4718;0
5579;Badajoz;35;0;0;4592
5580;Balears_Illes;35;19112;0;0
5581;Balears_Illes;35;0;9689;0
5582;Balears_Illes;35;0;0;9423
5583;Barcelona;35;76085;0;0
5584;Barcelona;35;0;37034;0
5585;Barcelona;35;0;0;39051
5586;Bizkaia;35;13884;0;0
5587;Bizkaia;35;0;6895;0
5588;Bizkaia;35;0;0;6989
5589;Burgos;35;4278;0;0
5590;Burgos;35;0;2253;0
5591;Burgos;35;0;0;2024
5592;Caceres;35;5127;0;0
5593;Caceres;35;0;2689;0
5594;Caceres;35;0;0;2438
5595;Cadiz;35;18142;0;0
5596;Cadiz;35;0;9086;0
5597;Cadiz;35;0;0;9056
5598;Cantabria;35;7715;0;0
5599;Cantabria;35;0;3898;0
5600;Cantabria;35;0;0;3816
5601;Castellon;35;7731;0;0
5602;Castellon;35;0;3813;0
5603;Castellon;35;0;0;3918
5604;Ciudad_Real;35;6867;0;0
5605;Ciudad_Real;35;0;3608;0
5606;Ciudad_Real;35;0;0;3259
5607;Cordoba;35;10589;0;0
5608;Cordoba;35;0;5341;0
5609;Cordoba;35;0;0;5248
5610;Coru?a;35;15109;0;0
5611;Coru?a;35;0;7525;0
5612;Coru?a;35;0;0;7585
5613;Cuenca;35;2576;0;0
5614;Cuenca;35;0;1383;0
5615;Cuenca;35;0;0;1192
5616;Gipuzkoa;35;8656;0;0
5617;Gipuzkoa;35;0;4377;0
5618;Gipuzkoa;35;0;0;4280
5619;Girona;35;10024;0;0
5620;Girona;35;0;4963;0
5621;Girona;35;0;0;5061
5622;Granada;35;12777;0;0
5623;Granada;35;0;6463;0
5624;Granada;35;0;0;6314
5625;Guadalajara;35;3872;0;0
5626;Guadalajara;35;0;1923;0
5627;Guadalajara;35;0;0;1948
5628;Huelva;35;7989;0;0
5629;Huelva;35;0;3873;0
5630;Huelva;35;0;0;4116
5631;Huesca;35;2867;0;0
5632;Huesca;35;0;1495;0
5633;Huesca;35;0;0;1373
5634;Jaen;35;8244;0;0
5635;Jaen;35;0;4233;0
5636;Jaen;35;0;0;4011
5637;Leon;35;5805;0;0
5638;Leon;35;0;2949;0
5639;Leon;35;0;0;2856
5640;Lleida;35;5749;0;0
5641;Lleida;35;0;2948;0
5642;Lleida;35;0;0;2801
5643;Lugo;35;4104;0;0
5644;Lugo;35;0;2119;0
5645;Lugo;35;0;0;1985
5646;Madrid;35;96075;0;0
5647;Madrid;35;0;47091;0
5648;Madrid;35;0;0;48984
5649;Malaga;35;24504;0;0
5650;Malaga;35;0;12109;0
5651;Malaga;35;0;0;12396
5652;Murcia;35;22216;0;0
5653;Murcia;35;0;11185;0
5654;Murcia;35;0;0;11031
5655;Navarra;35;8467;0;0
5656;Navarra;35;0;4257;0
5657;Navarra;35;0;0;4210
5658;Ourense;35;3515;0;0
5659;Ourense;35;0;1810;0
5660;Ourense;35;0;0;1705
5661;Palencia;35;1923;0;0
5662;Palencia;35;0;962;0
5663;Palencia;35;0;0;960
5664;Palmas;35;17229;0;0
5665;Palmas;35;0;8574;0
5666;Palmas;35;0;0;8655
5667;Pontevedra;35;12887;0;0
5668;Pontevedra;35;0;6547;0
5669;Pontevedra;35;0;0;6340
5670;Rioja;35;4141;0;0
5671;Rioja;35;0;2122;0
5672;Rioja;35;0;0;2019
5673;Salamanca;35;4073;0;0
5674;Salamanca;35;0;2045;0
5675;Salamanca;35;0;0;2028
5676;Santa_Cruz_de_Tenerife;35;15762;0;0
5677;Santa_Cruz_de_Tenerife;35;0;7671;0
5678;Santa_Cruz_de_Tenerife;35;0;0;8092
5679;Segovia;35;1847;0;0
5680;Segovia;35;0;948;0
5681;Segovia;35;0;0;898
5682;Sevilla;35;28494;0;0
5683;Sevilla;35;0;14238;0
5684;Sevilla;35;0;0;14256
